idlink,dataN-2,dataN-1,dataN,eqtype,acmLowerMode,freqband,bandwidth,acmEngine,esN-2,sesN-2,txMaxAN-2,txminAN-2,rxmaxAN-2,rxminAN-2,txMaxBN-2,txminBN-2,rxmaxBN-2,rxminBN-2,esN-1,sesN-1,txMaxAN-1,txminAN-1,rxmaxAN-1,rxminAN-1,txMaxBN-1,txminBN-1,rxmaxBN-1,rxminBN-1,esN,sesN,txMaxAN,txminAN,rxmaxAN,rxminAN,txMaxBN,txminBN,rxmaxBN,rxminBN,lowthr,ptx,RxNominal,Thr_min,0.0,1.0,2.0,3.0,4.0,5.0
1349978,2019-05-23 01:45:00,2019-05-23 02:00:00,2019-05-23 02:15:00,29,5,18,56,1,0.0,0.0,,,,,18.0,18.0,-42.0,-42.0,0.0,0.0,,,,,18.0,18.0,-42.0,-42.0,0.0,0.0,,,,,18.0,18.0,-42.0,-42.0,-76.0,21.0,-43,-83,0.0,0.0,0.0,0.0,0.0,1.0
1194891,2019-05-30 15:00:00,2019-05-30 15:15:00,2019-05-30 15:30:00,29,5,13,28,1,0.0,0.0,24.0,24.0,-94.0,-96.0,,,-97.0,-97.0,0.0,0.0,24.0,24.0,-95.0,-96.0,,,-97.0,-97.0,0.0,0.0,24.0,24.0,-95.0,-96.0,,,-97.0,-99.0,-79.0,25.0,-49,-86,0.0,0.0,0.0,0.0,0.0,1.0
1205274,2019-05-25 17:45:00,2019-05-25 18:00:00,2019-05-25 18:15:00,29,5,18,28,1,0.0,0.0,18.0,18.0,-47.0,-49.0,18.0,18.0,-45.0,-45.0,16.0,5.0,21.0,18.0,-49.0,-83.0,18.0,18.0,-45.0,-45.0,35.0,8.0,21.0,18.0,-59.0,-79.0,18.0,18.0,-45.0,-45.0,-78.5,21.0,-43,-85,0.0,0.0,0.0,0.0,0.0,1.0
1349978,2019-05-24 08:45:00,2019-05-24 09:00:00,2019-05-24 09:15:00,29,5,18,56,1,0.0,0.0,,,-99.0,-99.0,18.0,18.0,-42.0,-42.0,0.0,0.0,,,-99.0,-99.0,18.0,18.0,-42.0,-42.0,0.0,0.0,,,-99.0,-99.0,18.0,18.0,-42.0,-42.0,-76.0,21.0,-43,-83,0.0,0.0,0.0,0.0,0.0,1.0
1065615,2019-05-30 15:45:00,2019-05-30 16:00:00,2019-05-30 16:15:00,29,5,13,28,1,0.0,0.0,25.0,25.0,-97.0,-97.0,22.0,22.0,-47.0,-47.0,0.0,0.0,25.0,25.0,-97.0,-97.0,22.0,22.0,-47.0,-47.0,0.0,0.0,25.0,25.0,-97.0,-97.0,22.0,22.0,-47.0,-47.0,-79.0,25.0,-46,-86,0.0,0.0,0.0,0.0,0.0,1.0
1349978,2019-05-24 07:30:00,2019-05-24 07:45:00,2019-05-24 08:00:00,29,5,18,56,1,0.0,0.0,,,-99.0,-99.0,18.0,18.0,-42.0,-42.0,0.0,0.0,,,-99.0,-99.0,18.0,18.0,-42.0,-42.0,0.0,0.0,,,-99.0,-99.0,18.0,18.0,-42.0,-42.0,-76.0,21.0,-43,-83,0.0,0.0,0.0,0.0,0.0,1.0
1184182,2018-08-27 11:00:00,2018-08-27 11:15:00,2018-08-27 11:30:00,29,5,13,28,1,0.0,0.0,-99.0,-99.0,-99.0,-99.0,24.0,24.0,-96.0,-96.0,0.0,0.0,-99.0,-99.0,-99.0,-99.0,24.0,24.0,-96.0,-96.0,0.0,0.0,-99.0,-99.0,-99.0,-99.0,24.0,24.0,-96.0,-96.0,-79.0,25.0,-46,-86,0.0,0.0,0.0,0.0,0.0,1.0
1206461,2019-05-23 13:45:00,2019-05-23 14:00:00,2019-05-23 14:15:00,29,1,23,28,1,0.0,0.0,14.0,14.0,-50.0,-54.0,14.0,14.0,-51.0,-54.0,0.0,0.0,19.0,14.0,-48.0,-54.0,18.0,14.0,-45.0,-54.0,2.0,0.0,19.0,,-45.0,-50.0,20.0,,-45.0,-86.0,-85.5,23.0,-52,-85,0.0,0.0,0.0,0.0,0.0,1.0
637531,2019-05-25 16:15:00,2019-05-25 16:30:00,2019-05-25 16:45:00,29,10,11,40,0,0.0,0.0,22.0,22.0,-46.0,-49.0,22.0,22.0,-47.0,-47.0,0.0,0.0,22.0,22.0,-46.0,-48.0,22.0,22.0,-47.0,-47.0,33.0,10.0,22.0,22.0,-47.0,-68.0,22.0,22.0,-47.0,-47.0,-62.5,23.0,-46,-85,0.0,0.0,0.0,0.0,0.0,1.0
1192853,2019-05-26 23:45:00,2019-05-27 00:00:00,2019-05-27 00:15:00,29,5,18,28,1,0.0,0.0,17.0,17.0,-50.0,-50.0,17.0,17.0,-52.0,-52.0,0.0,0.0,17.0,17.0,-50.0,-50.0,17.0,17.0,-52.0,-52.0,0.0,0.0,17.0,17.0,-50.0,-50.0,17.0,17.0,-52.0,-52.0,-78.5,21.0,-47,-85,0.0,0.0,0.0,0.0,0.0,1.0
1192853,2019-05-27 07:30:00,2019-05-27 07:45:00,2019-05-27 08:00:00,29,5,18,28,1,0.0,0.0,17.0,17.0,-50.0,-50.0,17.0,17.0,-52.0,-52.0,0.0,0.0,17.0,17.0,-50.0,-50.0,17.0,17.0,-52.0,-52.0,0.0,0.0,17.0,17.0,-50.0,-50.0,17.0,17.0,-52.0,-52.0,-78.5,21.0,-47,-85,0.0,0.0,0.0,0.0,0.0,1.0
1192853,2019-05-26 23:30:00,2019-05-26 23:45:00,2019-05-27 00:00:00,29,5,18,28,1,0.0,0.0,17.0,17.0,-50.0,-50.0,17.0,17.0,-52.0,-52.0,0.0,0.0,17.0,17.0,-50.0,-50.0,17.0,17.0,-52.0,-52.0,0.0,0.0,17.0,17.0,-50.0,-50.0,17.0,17.0,-52.0,-52.0,-78.5,21.0,-47,-85,0.0,0.0,0.0,0.0,0.0,1.0
1192853,2019-05-27 05:00:00,2019-05-27 05:15:00,2019-05-27 05:30:00,29,5,18,28,1,0.0,0.0,17.0,17.0,-50.0,-50.0,17.0,17.0,-52.0,-52.0,0.0,0.0,17.0,17.0,-50.0,-50.0,17.0,17.0,-52.0,-52.0,0.0,0.0,17.0,17.0,-50.0,-50.0,17.0,17.0,-52.0,-52.0,-78.5,21.0,-47,-85,0.0,0.0,0.0,0.0,0.0,1.0
1194891,2019-05-30 23:00:00,2019-05-30 23:15:00,2019-05-30 23:30:00,29,5,13,28,1,0.0,0.0,24.0,24.0,-94.0,-95.0,24.0,24.0,-95.0,-96.0,0.0,0.0,24.0,24.0,-94.0,-95.0,24.0,24.0,-95.0,-96.0,0.0,0.0,24.0,24.0,-94.0,-95.0,24.0,24.0,-95.0,-96.0,-79.0,25.0,-49,-86,0.0,0.0,0.0,0.0,0.0,1.0
5544,2019-05-27 04:45:00,2019-05-27 05:00:00,2019-05-27 05:15:00,29,2,38,56,1,0.0,0.0,14.0,14.0,-44.0,-44.0,14.0,14.0,-42.0,-42.0,0.0,0.0,14.0,14.0,-44.0,-44.0,14.0,14.0,-42.0,-42.0,0.0,0.0,14.0,14.0,-44.0,-44.0,14.0,14.0,-42.0,-42.0,-79.5,19.0,-40,-81,0.0,0.0,0.0,0.0,0.0,1.0
1349978,2019-05-24 06:30:00,2019-05-24 06:45:00,2019-05-24 07:00:00,29,5,18,56,1,0.0,0.0,,,-99.0,-99.0,18.0,18.0,-42.0,-42.0,0.0,0.0,,,-99.0,-99.0,18.0,18.0,-42.0,-42.0,0.0,0.0,,,-99.0,-99.0,18.0,18.0,-42.0,-42.0,-76.0,21.0,-43,-83,0.0,0.0,0.0,0.0,0.0,1.0
1349978,2019-05-23 12:30:00,2019-05-23 12:45:00,2019-05-23 13:00:00,29,5,18,56,1,0.0,0.0,,,,,18.0,18.0,-42.0,-42.0,0.0,0.0,,,,,18.0,18.0,-42.0,-42.0,0.0,0.0,,,,,18.0,18.0,-42.0,-42.0,-76.0,21.0,-43,-83,0.0,0.0,0.0,0.0,0.0,1.0
1349978,2019-05-23 02:30:00,2019-05-23 02:45:00,2019-05-23 03:00:00,29,5,18,56,1,0.0,0.0,,,,,18.0,18.0,-42.0,-42.0,0.0,0.0,,,,,18.0,18.0,-42.0,-42.0,0.0,0.0,,,,,18.0,18.0,-42.0,-42.0,-76.0,21.0,-43,-83,0.0,0.0,0.0,0.0,0.0,1.0
5544,2019-05-27 02:30:00,2019-05-27 02:45:00,2019-05-27 03:00:00,29,2,38,56,1,0.0,0.0,14.0,14.0,-44.0,-44.0,14.0,14.0,-42.0,-42.0,0.0,0.0,14.0,14.0,-44.0,-44.0,14.0,14.0,-42.0,-42.0,0.0,0.0,14.0,14.0,-44.0,-44.0,14.0,14.0,-42.0,-42.0,-79.5,19.0,-40,-81,0.0,0.0,0.0,0.0,0.0,1.0
1264222,2019-05-27 12:15:00,2019-05-27 12:30:00,2019-05-27 12:45:00,29,5,7,28,1,0.0,0.0,23.0,23.0,-53.0,-53.0,23.0,23.0,-53.0,-53.0,0.0,0.0,23.0,23.0,-53.0,-53.0,23.0,23.0,-53.0,-53.0,0.0,0.0,23.0,23.0,-53.0,-53.0,23.0,23.0,-53.0,-53.0,-79.5,26.0,-47,-86,0.0,0.0,0.0,0.0,0.0,1.0
1311427,2019-05-27 21:00:00,2019-05-27 21:15:00,2019-05-27 21:30:00,29,8,18,56,0,0.0,0.0,,,-41.0,-41.0,18.0,18.0,-77.0,-77.0,0.0,0.0,,,-41.0,-42.0,18.0,18.0,-77.0,-78.0,0.0,0.0,,,-41.0,-42.0,18.0,18.0,-77.0,-77.0,-67.0,19.0,-40,-83,0.0,0.0,0.0,0.0,0.0,1.0
1065615,2019-05-30 16:45:00,2019-05-30 17:00:00,2019-05-30 17:15:00,29,5,13,28,1,0.0,0.0,25.0,25.0,-97.0,-97.0,22.0,22.0,-47.0,-47.0,0.0,0.0,25.0,25.0,-97.0,-97.0,22.0,22.0,-47.0,-47.0,0.0,0.0,25.0,25.0,-97.0,-97.0,22.0,22.0,-47.0,-47.0,-79.0,25.0,-46,-86,0.0,0.0,0.0,0.0,0.0,1.0
1065615,2019-05-30 10:30:00,2019-05-30 10:45:00,2019-05-30 11:00:00,29,5,13,28,1,0.0,0.0,25.0,25.0,-97.0,-97.0,22.0,22.0,-47.0,-47.0,0.0,0.0,25.0,25.0,-97.0,-97.0,22.0,22.0,-47.0,-47.0,3.0,0.0,25.0,25.0,-97.0,-97.0,22.0,22.0,-47.0,-47.0,-79.0,25.0,-46,-86,0.0,0.0,0.0,0.0,0.0,1.0
1192853,2019-05-27 10:00:00,2019-05-27 10:15:00,2019-05-27 10:30:00,29,5,18,28,1,0.0,0.0,17.0,17.0,-50.0,-50.0,17.0,17.0,-52.0,-52.0,0.0,0.0,17.0,17.0,-50.0,-50.0,17.0,17.0,-52.0,-52.0,0.0,0.0,17.0,17.0,-50.0,-50.0,17.0,17.0,-52.0,-52.0,-78.5,21.0,-47,-85,0.0,0.0,0.0,0.0,0.0,1.0
1192853,2019-05-27 04:45:00,2019-05-27 05:00:00,2019-05-27 05:15:00,29,5,18,28,1,0.0,0.0,17.0,17.0,-50.0,-50.0,17.0,17.0,-52.0,-52.0,0.0,0.0,17.0,17.0,-50.0,-50.0,17.0,17.0,-52.0,-52.0,0.0,0.0,17.0,17.0,-50.0,-50.0,17.0,17.0,-52.0,-52.0,-78.5,21.0,-47,-85,0.0,0.0,0.0,0.0,0.0,1.0
1264222,2019-05-27 05:15:00,2019-05-27 05:30:00,2019-05-27 05:45:00,29,5,7,28,1,0.0,0.0,23.0,23.0,-53.0,-53.0,23.0,23.0,-53.0,-53.0,0.0,0.0,23.0,23.0,-53.0,-53.0,23.0,23.0,-53.0,-53.0,0.0,0.0,23.0,23.0,-53.0,-53.0,23.0,23.0,-53.0,-53.0,-79.5,26.0,-47,-86,0.0,0.0,0.0,0.0,0.0,1.0
1264222,2019-05-27 15:15:00,2019-05-27 15:30:00,2019-05-27 15:45:00,29,5,7,28,1,0.0,0.0,23.0,23.0,-53.0,-53.0,23.0,23.0,-53.0,-53.0,0.0,0.0,23.0,23.0,-53.0,-53.0,23.0,23.0,-53.0,-53.0,0.0,0.0,23.0,23.0,-53.0,-53.0,23.0,23.0,-53.0,-53.0,-79.5,26.0,-47,-86,0.0,0.0,0.0,0.0,0.0,1.0
1194891,2019-05-30 22:15:00,2019-05-30 22:30:00,2019-05-30 22:45:00,29,5,13,28,1,0.0,0.0,24.0,24.0,-95.0,-96.0,24.0,24.0,-95.0,-96.0,0.0,0.0,24.0,24.0,-95.0,-96.0,24.0,24.0,-96.0,-96.0,0.0,0.0,24.0,24.0,-94.0,-95.0,24.0,24.0,-95.0,-96.0,-79.0,25.0,-49,-86,0.0,0.0,0.0,0.0,0.0,1.0
630256,2019-06-05 17:00:00,2019-06-05 17:15:00,2019-06-05 17:30:00,29,2,11,40,1,0.0,0.0,25.0,25.0,-52.0,-54.0,25.0,25.0,-53.0,-56.0,0.0,0.0,25.0,25.0,-52.0,-57.0,25.0,25.0,-53.0,-58.0,10.0,0.0,29.0,25.0,-56.0,-83.0,30.0,25.0,-58.0,-88.0,-83.5,28.0,-50,-85,1.0,0.0,0.0,0.0,0.0,0.0
1264222,2019-05-27 20:00:00,2019-05-27 20:15:00,2019-05-27 20:30:00,29,5,7,28,1,0.0,0.0,23.0,23.0,-53.0,-53.0,23.0,23.0,-53.0,-53.0,0.0,0.0,23.0,23.0,-53.0,-53.0,23.0,23.0,-53.0,-53.0,0.0,0.0,23.0,23.0,-53.0,-53.0,23.0,23.0,-53.0,-53.0,-79.5,26.0,-47,-86,0.0,0.0,0.0,0.0,0.0,1.0
5544,2019-05-27 02:45:00,2019-05-27 03:00:00,2019-05-27 03:15:00,29,2,38,56,1,0.0,0.0,14.0,14.0,-44.0,-44.0,14.0,14.0,-42.0,-42.0,0.0,0.0,14.0,14.0,-44.0,-44.0,14.0,14.0,-42.0,-42.0,0.0,0.0,14.0,14.0,-44.0,-44.0,14.0,14.0,-42.0,-42.0,-79.5,19.0,-40,-81,0.0,0.0,0.0,0.0,0.0,1.0
1349978,2019-05-23 09:00:00,2019-05-23 09:15:00,2019-05-23 09:30:00,29,5,18,56,1,0.0,0.0,,,,,18.0,18.0,-42.0,-42.0,0.0,0.0,,,,,18.0,18.0,-42.0,-42.0,0.0,0.0,,,,,18.0,18.0,-42.0,-42.0,-76.0,21.0,-43,-83,0.0,0.0,0.0,0.0,0.0,1.0
1065615,2019-05-30 20:00:00,2019-05-30 20:15:00,2019-05-30 20:30:00,29,5,13,28,1,0.0,0.0,25.0,25.0,-97.0,-97.0,22.0,22.0,-47.0,-47.0,0.0,0.0,25.0,25.0,-97.0,-97.0,22.0,22.0,-47.0,-47.0,0.0,0.0,25.0,25.0,-97.0,-97.0,22.0,22.0,-47.0,-47.0,-79.0,25.0,-46,-86,0.0,0.0,0.0,0.0,0.0,1.0
1349978,2019-05-23 15:45:00,2019-05-23 16:00:00,2019-05-23 16:15:00,29,5,18,56,1,0.0,0.0,,,,,18.0,18.0,-42.0,-42.0,0.0,0.0,,,,,18.0,18.0,-42.0,-42.0,0.0,0.0,,,,,18.0,18.0,-42.0,-42.0,-76.0,21.0,-43,-83,0.0,0.0,0.0,0.0,0.0,1.0
1065615,2019-05-30 19:00:00,2019-05-30 19:15:00,2019-05-30 19:30:00,29,5,13,28,1,0.0,0.0,25.0,25.0,-97.0,-97.0,22.0,22.0,-47.0,-47.0,0.0,0.0,25.0,25.0,-97.0,-97.0,22.0,22.0,-47.0,-47.0,0.0,0.0,25.0,25.0,-97.0,-97.0,22.0,22.0,-47.0,-47.0,-79.0,25.0,-46,-86,0.0,0.0,0.0,0.0,0.0,1.0
1189727,2019-05-29 04:45:00,2019-05-29 05:00:00,2019-05-29 05:15:00,29,5,18,28,1,0.0,0.0,18.0,18.0,-52.0,-55.0,18.0,18.0,-53.0,-56.0,8.0,0.0,21.0,18.0,-54.0,-82.0,21.0,18.0,-55.0,-84.0,49.0,23.0,21.0,21.0,-77.0,-82.0,21.0,21.0,-79.0,-85.0,-78.5,21.0,-53,-85,1.0,0.0,0.0,0.0,0.0,0.0
1192853,2019-05-27 01:00:00,2019-05-27 01:15:00,2019-05-27 01:30:00,29,5,18,28,1,0.0,0.0,17.0,17.0,-50.0,-50.0,17.0,17.0,-52.0,-52.0,0.0,0.0,17.0,17.0,-50.0,-50.0,17.0,17.0,-52.0,-52.0,0.0,0.0,17.0,17.0,-50.0,-50.0,17.0,17.0,-52.0,-52.0,-78.5,21.0,-47,-85,0.0,0.0,0.0,0.0,0.0,1.0
1194891,2019-05-30 12:00:00,2019-05-30 12:15:00,2019-05-30 12:30:00,29,5,13,28,1,0.0,0.0,24.0,24.0,-94.0,-96.0,24.0,24.0,-96.0,-97.0,0.0,0.0,24.0,24.0,-94.0,-96.0,24.0,24.0,-96.0,-97.0,0.0,0.0,24.0,24.0,-94.0,-95.0,24.0,24.0,-96.0,-97.0,-79.0,25.0,-49,-86,0.0,0.0,0.0,0.0,0.0,1.0
1194891,2019-05-30 12:30:00,2019-05-30 12:45:00,2019-05-30 13:00:00,29,5,13,28,1,0.0,0.0,24.0,24.0,-94.0,-95.0,24.0,24.0,-96.0,-97.0,0.0,0.0,24.0,24.0,-94.0,-95.0,24.0,24.0,-96.0,-97.0,0.0,0.0,24.0,24.0,-94.0,-95.0,24.0,24.0,-96.0,-97.0,-79.0,25.0,-49,-86,0.0,0.0,0.0,0.0,0.0,1.0
1349978,2019-05-23 02:15:00,2019-05-23 02:30:00,2019-05-23 02:45:00,29,5,18,56,1,0.0,0.0,,,,,18.0,18.0,-42.0,-42.0,0.0,0.0,,,,,18.0,18.0,-42.0,-42.0,0.0,0.0,,,,,18.0,18.0,-42.0,-42.0,-76.0,21.0,-43,-83,0.0,0.0,0.0,0.0,0.0,1.0
1349978,2019-05-23 09:15:00,2019-05-23 09:30:00,2019-05-23 09:45:00,29,5,18,56,1,0.0,0.0,,,,,18.0,18.0,-42.0,-42.0,0.0,0.0,,,,,18.0,18.0,-42.0,-42.0,0.0,0.0,,,,,18.0,18.0,-42.0,-42.0,-76.0,21.0,-43,-83,0.0,0.0,0.0,0.0,0.0,1.0
5544,2019-05-27 01:45:00,2019-05-27 02:00:00,2019-05-27 02:15:00,29,2,38,56,1,0.0,0.0,14.0,14.0,-44.0,-44.0,14.0,14.0,-42.0,-42.0,0.0,0.0,14.0,14.0,-44.0,-44.0,14.0,14.0,-42.0,-42.0,0.0,0.0,14.0,14.0,-44.0,-44.0,14.0,14.0,-42.0,-42.0,-79.5,19.0,-40,-81,0.0,0.0,0.0,0.0,0.0,1.0
1349978,2019-05-24 04:15:00,2019-05-24 04:30:00,2019-05-24 04:45:00,29,5,18,56,1,0.0,0.0,,,,,18.0,18.0,-42.0,-42.0,0.0,0.0,,,,,18.0,18.0,-42.0,-42.0,0.0,0.0,,,,,18.0,18.0,-42.0,-42.0,-76.0,21.0,-43,-83,0.0,0.0,0.0,0.0,0.0,1.0
1206461,2019-05-23 14:30:00,2019-05-23 14:45:00,2019-05-23 15:00:00,29,1,23,28,1,1.0,0.0,18.0,18.0,-47.0,-52.0,19.0,17.0,-46.0,-49.0,4.0,0.0,18.0,18.0,-48.0,-58.0,19.0,11.0,-46.0,-50.0,4.0,0.0,18.0,,-49.0,-88.0,17.0,,-47.0,-95.0,-85.5,23.0,-52,-85,0.0,0.0,0.0,0.0,0.0,1.0
1349978,2019-05-23 06:30:00,2019-05-23 06:45:00,2019-05-23 07:00:00,29,5,18,56,1,0.0,0.0,,,,,18.0,18.0,-42.0,-42.0,0.0,0.0,,,,,18.0,18.0,-42.0,-42.0,0.0,0.0,,,,,18.0,18.0,-42.0,-42.0,-76.0,21.0,-43,-83,0.0,0.0,0.0,0.0,0.0,1.0
1349978,2019-05-23 00:30:00,2019-05-23 00:45:00,2019-05-23 01:00:00,29,5,18,56,1,0.0,0.0,,,,,18.0,18.0,-42.0,-42.0,0.0,0.0,,,,,18.0,18.0,-42.0,-42.0,0.0,0.0,,,,,18.0,18.0,-42.0,-42.0,-76.0,21.0,-43,-83,0.0,0.0,0.0,0.0,0.0,1.0
1194891,2019-05-30 06:00:00,2019-05-30 06:15:00,2019-05-30 06:30:00,29,5,13,28,1,0.0,0.0,24.0,24.0,-95.0,-96.0,24.0,24.0,-96.0,-97.0,0.0,0.0,24.0,24.0,-95.0,-96.0,24.0,24.0,-96.0,-97.0,0.0,0.0,24.0,24.0,-95.0,-96.0,24.0,24.0,-96.0,-97.0,-79.0,25.0,-49,-86,0.0,0.0,0.0,0.0,0.0,1.0
1349978,2019-05-24 01:00:00,2019-05-24 01:15:00,2019-05-24 01:30:00,29,5,18,56,1,0.0,0.0,,,,,18.0,18.0,-42.0,-42.0,0.0,0.0,,,,,18.0,18.0,-42.0,-42.0,0.0,0.0,,,,,18.0,18.0,-42.0,-42.0,-76.0,21.0,-43,-83,0.0,0.0,0.0,0.0,0.0,1.0
1349978,2019-05-23 19:15:00,2019-05-23 19:30:00,2019-05-23 19:45:00,29,5,18,56,1,0.0,0.0,,,,,18.0,18.0,-42.0,-42.0,0.0,0.0,,,,,18.0,18.0,-42.0,-42.0,0.0,0.0,,,,,18.0,18.0,-42.0,-42.0,-76.0,21.0,-43,-83,0.0,0.0,0.0,0.0,0.0,1.0
1194891,2019-05-30 18:15:00,2019-05-30 18:30:00,2019-05-30 18:45:00,29,5,13,28,1,0.0,0.0,24.0,24.0,-95.0,-96.0,24.0,20.0,-96.0,-97.0,0.0,0.0,24.0,24.0,-95.0,-96.0,24.0,20.0,-96.0,-96.0,0.0,0.0,24.0,24.0,-95.0,-96.0,24.0,18.0,-96.0,-96.0,-79.0,25.0,-49,-86,0.0,0.0,0.0,0.0,0.0,1.0
5544,2019-05-27 00:15:00,2019-05-27 00:30:00,2019-05-27 00:45:00,29,2,38,56,1,0.0,0.0,14.0,14.0,-44.0,-44.0,14.0,14.0,-42.0,-42.0,0.0,0.0,14.0,14.0,-44.0,-44.0,14.0,14.0,-42.0,-42.0,0.0,0.0,14.0,14.0,-44.0,-44.0,14.0,14.0,-42.0,-42.0,-79.5,19.0,-40,-81,0.0,0.0,0.0,0.0,0.0,1.0
1065615,2019-05-30 21:00:00,2019-05-30 21:15:00,2019-05-30 21:30:00,29,5,13,28,1,0.0,0.0,25.0,25.0,-97.0,-97.0,22.0,22.0,-47.0,-47.0,0.0,0.0,25.0,25.0,-97.0,-97.0,22.0,22.0,-47.0,-47.0,0.0,0.0,25.0,25.0,-97.0,-97.0,22.0,22.0,-47.0,-47.0,-79.0,25.0,-46,-86,0.0,0.0,0.0,0.0,0.0,1.0
1194891,2019-05-30 08:30:00,2019-05-30 08:45:00,2019-05-30 09:00:00,29,5,13,28,1,0.0,0.0,24.0,24.0,-94.0,-96.0,24.0,24.0,-96.0,-97.0,0.0,0.0,24.0,24.0,-94.0,-96.0,24.0,24.0,-96.0,-97.0,0.0,0.0,24.0,24.0,-95.0,-96.0,24.0,24.0,-96.0,-97.0,-79.0,25.0,-49,-86,0.0,0.0,0.0,0.0,0.0,1.0
630256,2019-06-05 17:15:00,2019-06-05 17:30:00,2019-06-05 17:45:00,29,2,11,40,1,0.0,0.0,25.0,25.0,-54.0,-60.0,25.0,25.0,-53.0,-59.0,6.0,0.0,29.0,25.0,-59.0,-86.0,29.0,25.0,-58.0,-88.0,5.0,0.0,29.0,25.0,-52.0,-94.0,29.0,25.0,-51.0,-94.0,-83.5,28.0,-50,-85,1.0,0.0,0.0,0.0,0.0,0.0
1194891,2019-05-30 14:00:00,2019-05-30 14:15:00,2019-05-30 14:30:00,29,5,13,28,1,0.0,0.0,24.0,24.0,-94.0,-96.0,24.0,24.0,-96.0,-97.0,0.0,0.0,24.0,24.0,-94.0,-95.0,24.0,24.0,-96.0,-97.0,0.0,0.0,24.0,24.0,-94.0,-96.0,24.0,,-96.0,-96.0,-79.0,25.0,-49,-86,0.0,0.0,0.0,0.0,0.0,1.0
1194891,2019-05-30 00:45:00,2019-05-30 01:00:00,2019-05-30 01:15:00,29,5,13,28,1,0.0,0.0,24.0,24.0,-95.0,-96.0,24.0,24.0,-96.0,-96.0,0.0,0.0,24.0,24.0,-95.0,-96.0,24.0,24.0,-96.0,-96.0,0.0,0.0,24.0,24.0,-95.0,-96.0,24.0,24.0,-96.0,-96.0,-79.0,25.0,-49,-86,0.0,0.0,0.0,0.0,0.0,1.0
1264222,2019-05-27 07:15:00,2019-05-27 07:30:00,2019-05-27 07:45:00,29,5,7,28,1,0.0,0.0,23.0,23.0,-53.0,-53.0,23.0,23.0,-53.0,-53.0,0.0,0.0,23.0,23.0,-53.0,-53.0,23.0,23.0,-53.0,-53.0,0.0,0.0,23.0,23.0,-53.0,-53.0,23.0,23.0,-53.0,-53.0,-79.5,26.0,-47,-86,0.0,0.0,0.0,0.0,0.0,1.0
5544,2019-05-27 01:30:00,2019-05-27 01:45:00,2019-05-27 02:00:00,29,2,38,56,1,0.0,0.0,14.0,14.0,-44.0,-44.0,14.0,14.0,-42.0,-42.0,0.0,0.0,14.0,14.0,-44.0,-44.0,14.0,14.0,-42.0,-42.0,0.0,0.0,14.0,14.0,-44.0,-44.0,14.0,14.0,-42.0,-42.0,-79.5,19.0,-40,-81,0.0,0.0,0.0,0.0,0.0,1.0
1349978,2019-05-24 01:30:00,2019-05-24 01:45:00,2019-05-24 02:00:00,29,5,18,56,1,0.0,0.0,,,,,18.0,18.0,-42.0,-42.0,0.0,0.0,,,,,18.0,18.0,-42.0,-42.0,0.0,0.0,,,,,18.0,18.0,-42.0,-42.0,-76.0,21.0,-43,-83,0.0,0.0,0.0,0.0,0.0,1.0
1192853,2019-05-27 09:15:00,2019-05-27 09:30:00,2019-05-27 09:45:00,29,5,18,28,1,0.0,0.0,17.0,17.0,-50.0,-50.0,17.0,17.0,-52.0,-52.0,0.0,0.0,17.0,17.0,-50.0,-50.0,17.0,17.0,-52.0,-52.0,0.0,0.0,17.0,17.0,-50.0,-50.0,17.0,17.0,-52.0,-52.0,-78.5,21.0,-47,-85,0.0,0.0,0.0,0.0,0.0,1.0
1194891,2019-05-30 00:30:00,2019-05-30 00:45:00,2019-05-30 01:00:00,29,5,13,28,1,0.0,0.0,24.0,24.0,-95.0,-96.0,24.0,24.0,-96.0,-96.0,0.0,0.0,24.0,24.0,-95.0,-96.0,24.0,24.0,-96.0,-96.0,0.0,0.0,24.0,24.0,-95.0,-96.0,24.0,24.0,-96.0,-96.0,-79.0,25.0,-49,-86,0.0,0.0,0.0,0.0,0.0,1.0
1065615,2019-05-30 13:15:00,2019-05-30 13:30:00,2019-05-30 13:45:00,29,5,13,28,1,0.0,0.0,25.0,25.0,-97.0,-97.0,22.0,22.0,-47.0,-47.0,0.0,0.0,25.0,25.0,-97.0,-97.0,22.0,22.0,-47.0,-47.0,0.0,0.0,25.0,25.0,-97.0,-97.0,22.0,22.0,-47.0,-47.0,-79.0,25.0,-46,-86,0.0,0.0,0.0,0.0,0.0,1.0
1264222,2019-05-27 14:00:00,2019-05-27 14:15:00,2019-05-27 14:30:00,29,5,7,28,1,0.0,0.0,23.0,23.0,-53.0,-53.0,23.0,23.0,-53.0,-53.0,0.0,0.0,23.0,23.0,-53.0,-53.0,23.0,23.0,-53.0,-53.0,0.0,0.0,23.0,23.0,-53.0,-53.0,23.0,23.0,-53.0,-53.0,-79.5,26.0,-47,-86,0.0,0.0,0.0,0.0,0.0,1.0
107040,2019-05-30 15:45:00,2019-05-30 16:00:00,2019-05-30 16:15:00,29,5,23,28,1,0.0,0.0,16.0,16.0,-53.0,-57.0,16.0,16.0,-53.0,-58.0,0.0,0.0,16.0,16.0,-53.0,-62.0,16.0,16.0,-53.0,-62.0,93.0,49.0,16.0,16.0,-60.0,-86.0,16.0,16.0,-60.0,-86.0,-78.5,21.0,-46,-85,0.0,0.0,0.0,1.0,0.0,0.0
